record_id,equipment_id,equipment_type,manufacturer,model_year,mine_type,country,operating_hours,event_date,event_type,failure_mode,component_failed,severity,downtime_hours,repair_cost_usd,production_loss_tonnes,maintenance_type,was_scheduled,days_since_last_service,oil_analysis_flag,vibration_flag,temperature_flag
EQP-86608E86,UNIT-9313,conveyor,FLSmidth,2021,open_pit,botswana,12309,5/17/2024,breakdown,motor,general_component,minor,4.5,6868.75,2193,corrective,FALSE,7,FALSE,FALSE,TRUE
EQP-6017C029,UNIT-5778,conveyor,FLSmidth,2008,underground,drc,63882,7/7/2020,scheduled_maintenance,preventive,adjustment,routine,1.3,878.79,585,preventive,TRUE,60,FALSE,FALSE,FALSE
EQP-7B96CDAC,UNIT-4941,loader,Komatsu,2021,underground,tanzania,14125,10/6/2021,scheduled_maintenance,preventive,filter_replace,routine,2.8,5654.68,223,preventive,TRUE,9,FALSE,FALSE,FALSE
EQP-47F13AF2,UNIT-3584,pump,Weir,2017,processing_plant,ghana,27986,12/7/2021,inspection,preventive,oil_change,minor,5.9,6750.13,519,preventive,TRUE,33,FALSE,FALSE,FALSE
EQP-733827B6,UNIT-6750,haul_truck,Caterpillar,2013,processing_plant,ghana,44204,5/2/2023,overhaul,engine,oil_pump,major,18.5,33656.94,2104,major_overhaul,TRUE,16,FALSE,FALSE,TRUE
EQP-D1A3EB59,UNIT-7784,excavator,Caterpillar,2009,open_pit,botswana,59663,12/14/2021,breakdown,engine,turbo,minor,13.7,19775.8,2471,corrective,FALSE,52,FALSE,FALSE,FALSE
EQP-3C2C0552,UNIT-1020,excavator,Liebherr,2020,underground,drc,16151,10/15/2022,scheduled_maintenance,preventive,oil_change,routine,3.9,2345.54,718,preventive,TRUE,61,FALSE,FALSE,FALSE
EQP-4A3F88C3,UNIT-5973,drill_rig,Sandvik,2008,processing_plant,south_africa,64964,6/22/2024,breakdown,compressor,general_component,critical,39,68478.94,1304,corrective,FALSE,66,FALSE,FALSE,FALSE
EQP-7AE67E0A,UNIT-9939,drill_rig,Epiroc,2016,open_pit,tanzania,31724,11/27/2022,condition_based,electrical,sensors,routine,1.7,2694.57,61,predictive,FALSE,47,FALSE,FALSE,FALSE
EQP-7AFD6F02,UNIT-3525,loader,Komatsu,2010,open_pit,south_africa,53891,6/26/2020,breakdown,engine,head_gasket,minor,9.3,11930.23,570,corrective,FALSE,16,TRUE,FALSE,FALSE
EQP-92D14A64,UNIT-3527,loader,Caterpillar,2022,processing_plant,tanzania,8513,5/15/2022,scheduled_maintenance,preventive,adjustment,routine,3.9,3698.97,329,preventive,TRUE,14,FALSE,FALSE,FALSE
EQP-0787BA94,UNIT-8902,haul_truck,Belaz,2010,open_pit,botswana,54921,5/14/2024,inspection,preventive,oil_change,routine,3.5,3245.37,298,preventive,TRUE,22,FALSE,FALSE,FALSE
EQP-1BA2913B,UNIT-1558,drill_rig,Sandvik,2020,processing_plant,south_africa,16741,5/18/2022,scheduled_maintenance,preventive,oil_change,routine,2.6,2328.72,96,preventive,TRUE,36,FALSE,FALSE,TRUE
EQP-A05FD2EA,UNIT-4577,conveyor,ThyssenKrupp,2017,open_pit,zambia,27998,11/4/2024,inspection,preventive,filter_replace,routine,0.8,2416.35,393,preventive,TRUE,42,FALSE,FALSE,FALSE
EQP-043DA515,UNIT-5123,drill_rig,Caterpillar,2008,processing_plant,botswana,64943,6/12/2024,breakdown,compressor,general_component,major,13.8,46247.17,506,corrective,FALSE,41,FALSE,FALSE,FALSE
EQP-99FB93F3,UNIT-8180,haul_truck,Belaz,2019,underground,botswana,19051,4/20/2021,inspection,preventive,adjustment,routine,2.5,1580.26,200,preventive,TRUE,11,FALSE,FALSE,FALSE
EQP-3927D72D,UNIT-2161,excavator,Caterpillar,2022,underground,drc,7464,1/14/2022,condition_based,bucket,general_component,minor,13.3,28068.28,1354,predictive,FALSE,36,FALSE,FALSE,FALSE
EQP-4AC8280C,UNIT-4906,drill_rig,Caterpillar,2011,underground,zimbabwe,51659,11/29/2020,scheduled_maintenance,preventive,inspection,routine,2.8,1568.64,137,preventive,TRUE,4,TRUE,FALSE,FALSE
EQP-F6FA8C0A,UNIT-2370,haul_truck,Hitachi,2023,open_pit,zambia,2517,12/10/2020,breakdown,hydraulics,filter,minor,10.2,25262.28,1306,corrective,FALSE,130,TRUE,FALSE,FALSE
EQP-BBDECF29,UNIT-8087,loader,Komatsu,2020,underground,south_africa,17111,10/23/2021,scheduled_maintenance,preventive,adjustment,minor,8.3,21047.13,709,preventive,TRUE,70,FALSE,FALSE,FALSE
EQP-660A5CB9,UNIT-6689,excavator,Hitachi,2019,processing_plant,zambia,18374,1/25/2022,condition_based,bucket,general_component,routine,5.1,7283.02,699,predictive,FALSE,30,FALSE,FALSE,FALSE
EQP-02AA0688,UNIT-5470,conveyor,FLSmidth,2013,processing_plant,ghana,45097,9/22/2021,breakdown,motor,general_component,critical,14.8,75487.47,5554,corrective,FALSE,93,FALSE,TRUE,FALSE
EQP-DCAB9C67,UNIT-4535,drill_rig,Sandvik,2009,processing_plant,ghana,60424,8/12/2023,overhaul,rotation,general_component,major,10.2,45543.27,397,major_overhaul,TRUE,96,TRUE,TRUE,FALSE
EQP-B3F5DFD5,UNIT-2378,grader,Caterpillar,2014,underground,drc,39801,9/30/2020,condition_based,transmission,driveshaft,routine,2.1,1125.88,37,predictive,FALSE,120,TRUE,FALSE,TRUE
EQP-519CAB2B,UNIT-9295,haul_truck,Hitachi,2020,underground,tanzania,16345,5/5/2022,overhaul,engine,head_gasket,major,16.8,61845.07,1902,major_overhaul,TRUE,57,FALSE,FALSE,TRUE
EQP-DA547274,UNIT-6828,haul_truck,Hitachi,2017,underground,south_africa,28317,5/18/2024,breakdown,brakes,general_component,major,18.1,35397.01,1774,corrective,FALSE,39,FALSE,FALSE,FALSE
EQP-0A5F2162,UNIT-3872,excavator,Caterpillar,2018,underground,ghana,23599,8/10/2023,scheduled_maintenance,preventive,oil_change,routine,3.8,2338.46,582,preventive,TRUE,81,FALSE,FALSE,FALSE
EQP-5DA26477,UNIT-4725,drill_rig,Sandvik,2020,underground,south_africa,16298,1/2/2021,breakdown,electrical,battery,major,14.7,39158.04,618,corrective,FALSE,80,FALSE,TRUE,FALSE
EQP-395C42FC,UNIT-7534,excavator,Liebherr,2013,open_pit,south_africa,44731,3/7/2021,breakdown,engine,head_gasket,minor,7.5,18162.54,793,corrective,FALSE,1,TRUE,FALSE,TRUE
EQP-C949F5D6,UNIT-7475,loader,Komatsu,2008,open_pit,botswana,63055,7/24/2024,breakdown,tires,front_right,major,22.8,25651.67,1680,corrective,FALSE,82,FALSE,FALSE,FALSE
EQP-0AD83A06,UNIT-5149,haul_truck,Belaz,2022,underground,drc,8346,11/14/2022,breakdown,brakes,general_component,minor,6.2,8920.38,625,corrective,FALSE,13,FALSE,TRUE,FALSE
EQP-581DEC73,UNIT-3725,haul_truck,Komatsu,2017,open_pit,south_africa,25373,5/2/2024,condition_based,engine,head_gasket,routine,2.5,7378.15,356,predictive,FALSE,73,FALSE,FALSE,FALSE
EQP-8F4B1733,UNIT-6938,drill_rig,Sandvik,2017,open_pit,botswana,26070,4/4/2024,breakdown,drill_string,general_component,major,13.6,26692.85,472,corrective,FALSE,32,FALSE,FALSE,FALSE
EQP-F0943CF0,UNIT-6923,loader,Caterpillar,2017,open_pit,south_africa,28564,3/5/2022,breakdown,tires,rear_right,major,17,38682.02,1385,corrective,FALSE,38,FALSE,FALSE,FALSE
EQP-BB71997B,UNIT-6396,loader,Komatsu,2021,processing_plant,drc,11582,8/10/2022,scheduled_maintenance,preventive,filter_replace,routine,3.2,2479.34,233,preventive,TRUE,6,FALSE,FALSE,FALSE
EQP-4DEDC20F,UNIT-1655,crusher,FLSmidth,2020,processing_plant,tanzania,15146,10/24/2021,condition_based,motor,general_component,routine,10.3,14223.96,2801,predictive,FALSE,39,FALSE,FALSE,FALSE
EQP-C90CAC42,UNIT-5254,conveyor,FLSmidth,2018,underground,tanzania,23946,2/20/2023,condition_based,pulley,general_component,minor,3.1,3053.66,1496,predictive,FALSE,25,FALSE,FALSE,FALSE
EQP-91CC3C7B,UNIT-6524,crusher,Metso,2020,processing_plant,south_africa,15604,3/15/2023,scheduled_maintenance,preventive,adjustment,minor,30.3,39444.32,4925,preventive,TRUE,49,FALSE,FALSE,FALSE
EQP-67CD43B0,UNIT-9549,crusher,FLSmidth,2012,processing_plant,zimbabwe,47011,5/6/2023,breakdown,bearing,general_component,minor,17.5,36500.6,2677,corrective,FALSE,207,TRUE,TRUE,TRUE
EQP-D91BA5BE,UNIT-5729,haul_truck,Hitachi,2019,open_pit,zambia,18360,3/29/2024,scheduled_maintenance,preventive,oil_change,minor,10,23072.45,1278,preventive,TRUE,113,FALSE,FALSE,FALSE
EQP-3AF84FBE,UNIT-4084,conveyor,FLSmidth,2023,open_pit,zimbabwe,2031,8/24/2023,scheduled_maintenance,preventive,filter_replace,routine,1,2296.63,408,preventive,TRUE,39,FALSE,FALSE,TRUE
EQP-4AC360C0,UNIT-6001,loader,Caterpillar,2011,open_pit,ghana,52738,7/2/2020,breakdown,electrical,starter,minor,14.5,6007.16,1127,corrective,FALSE,38,FALSE,FALSE,FALSE
EQP-4BFCB1D5,UNIT-2594,excavator,Hitachi,2017,open_pit,tanzania,27577,9/22/2021,breakdown,electrical,battery,major,20.8,40993.58,2976,corrective,FALSE,36,FALSE,FALSE,FALSE
EQP-466CEDED,UNIT-1816,crusher,Sandvik,2018,underground,zambia,24969,10/22/2022,overhaul,shaft,general_component,major,72,93955.4,18898,major_overhaul,TRUE,13,FALSE,FALSE,FALSE
EQP-5C388744,UNIT-7102,drill_rig,Caterpillar,2016,open_pit,zimbabwe,31567,2/2/2023,breakdown,electrical,battery,minor,4.4,11024.28,187,corrective,FALSE,2,FALSE,FALSE,FALSE
EQP-6BC5FC01,UNIT-9874,drill_rig,Sandvik,2023,processing_plant,botswana,4354,4/4/2024,breakdown,drill_string,general_component,major,15.4,46714.32,545,corrective,FALSE,76,FALSE,FALSE,FALSE
EQP-E6BCDEC4,UNIT-8613,haul_truck,Caterpillar,2014,underground,tanzania,39874,1/19/2022,breakdown,transmission,clutch,minor,6.4,13774.48,636,corrective,FALSE,35,TRUE,FALSE,FALSE
EQP-7518DC8B,UNIT-6252,crusher,FLSmidth,2011,open_pit,tanzania,52044,1/19/2024,inspection,preventive,inspection,minor,14,53175.07,4120,preventive,TRUE,25,FALSE,FALSE,FALSE
EQP-5183CD43,UNIT-1362,grader,John Deere,2010,processing_plant,ghana,56093,12/4/2021,scheduled_maintenance,preventive,adjustment,minor,4.2,5071.23,59,preventive,TRUE,14,FALSE,FALSE,FALSE
EQP-092EFC75,UNIT-9890,haul_truck,Caterpillar,2021,processing_plant,south_africa,11554,9/19/2020,overhaul,brakes,general_component,major,13.8,33483.15,1251,major_overhaul,TRUE,4,FALSE,FALSE,FALSE
EQP-EE24FC26,UNIT-5046,excavator,Caterpillar,2018,underground,zambia,22770,5/5/2022,inspection,preventive,inspection,minor,10.9,32353.61,2137,preventive,TRUE,125,FALSE,FALSE,FALSE
EQP-19DFA82B,UNIT-3606,haul_truck,Komatsu,2017,underground,south_africa,28766,9/25/2020,condition_based,transmission,torque_converter,routine,3,6075.86,384,predictive,FALSE,4,TRUE,FALSE,FALSE
EQP-73B74E20,UNIT-9031,haul_truck,Hitachi,2014,processing_plant,zimbabwe,41593,1/4/2022,breakdown,brakes,general_component,critical,50.8,96259.44,5937,corrective,FALSE,249,FALSE,FALSE,FALSE
EQP-0EB412E2,UNIT-7716,pump,Weir,2014,underground,zimbabwe,41659,3/12/2021,scheduled_maintenance,preventive,filter_replace,routine,1.6,1988.89,141,preventive,TRUE,70,FALSE,FALSE,FALSE
EQP-CD2BB4F6,UNIT-7745,drill_rig,Epiroc,2022,processing_plant,zambia,7446,2/16/2020,inspection,preventive,oil_change,minor,3.6,6206.94,110,preventive,TRUE,236,FALSE,FALSE,FALSE
EQP-5279765E,UNIT-3499,excavator,Hitachi,2018,open_pit,south_africa,23266,4/9/2023,overhaul,bucket,general_component,major,30.2,93051,4705,major_overhaul,TRUE,2,FALSE,TRUE,FALSE
EQP-5C789F5A,UNIT-9925,excavator,Liebherr,2023,underground,tanzania,3445,8/28/2023,inspection,preventive,adjustment,routine,5.2,3551.37,662,preventive,TRUE,30,FALSE,FALSE,FALSE
EQP-FFFC33F8,UNIT-5075,pump,Metso,2020,underground,zambia,15824,8/25/2020,overhaul,bearing,general_component,major,7.4,8263.79,689,major_overhaul,TRUE,74,FALSE,TRUE,TRUE
EQP-EA312077,UNIT-5782,excavator,Komatsu,2020,open_pit,drc,15947,11/17/2022,scheduled_maintenance,preventive,adjustment,minor,15.5,35643.78,1762,preventive,TRUE,141,FALSE,FALSE,FALSE
EQP-E5A8D3E4,UNIT-7757,crusher,Sandvik,2016,open_pit,zambia,31002,6/22/2022,scheduled_maintenance,preventive,adjustment,routine,6.6,5212,1205,preventive,TRUE,65,FALSE,FALSE,FALSE
EQP-87590EF8,UNIT-6939,excavator,Caterpillar,2011,open_pit,south_africa,50520,9/4/2020,scheduled_maintenance,preventive,oil_change,routine,4,6235.34,498,preventive,TRUE,23,FALSE,FALSE,FALSE
EQP-F51F172B,UNIT-2550,haul_truck,Caterpillar,2018,open_pit,zimbabwe,24049,12/31/2022,scheduled_maintenance,preventive,inspection,routine,3.5,6460.82,377,preventive,TRUE,60,FALSE,FALSE,FALSE
EQP-EDB414B9,UNIT-3722,crusher,FLSmidth,2019,open_pit,south_africa,16469,4/15/2021,breakdown,liner,general_component,minor,28.5,21962.32,4844,corrective,FALSE,2,TRUE,TRUE,FALSE
EQP-3A1F2952,UNIT-4250,haul_truck,Caterpillar,2016,open_pit,zambia,31899,1/19/2024,scheduled_maintenance,preventive,filter_replace,routine,2.8,5946.34,324,preventive,TRUE,15,FALSE,FALSE,FALSE
EQP-4B7C1242,UNIT-9526,crusher,FLSmidth,2008,processing_plant,south_africa,63055,1/4/2023,breakdown,liner,general_component,major,49.3,107838.72,12814,corrective,FALSE,57,FALSE,TRUE,FALSE
EQP-B7FC70C5,UNIT-7429,excavator,Caterpillar,2023,underground,south_africa,4780,7/19/2020,breakdown,electrical,alternator,major,28.1,55351.98,2833,corrective,FALSE,69,FALSE,FALSE,TRUE
EQP-8D27EDCB,UNIT-4296,loader,Volvo,2021,underground,south_africa,13047,7/21/2022,scheduled_maintenance,preventive,filter_replace,routine,3.6,1399.47,340,preventive,TRUE,54,FALSE,FALSE,FALSE
EQP-4E68FE67,UNIT-7611,loader,Volvo,2013,open_pit,south_africa,45071,7/29/2020,condition_based,transmission,clutch,routine,4.9,2462.08,454,predictive,FALSE,13,FALSE,TRUE,FALSE
EQP-0F5E0739,UNIT-7645,crusher,FLSmidth,2015,processing_plant,tanzania,35653,7/26/2023,scheduled_maintenance,preventive,inspection,minor,31.8,34114.24,5012,preventive,TRUE,119,FALSE,FALSE,TRUE
EQP-6671E0CB,UNIT-4547,haul_truck,Hitachi,2009,open_pit,tanzania,58864,6/19/2021,scheduled_maintenance,preventive,inspection,routine,1.9,3707.56,152,preventive,TRUE,85,FALSE,FALSE,FALSE
EQP-40783E74,UNIT-4627,crusher,Metso,2022,open_pit,south_africa,7185,5/30/2022,condition_based,hydraulics,filter,routine,7.8,11602.78,1841,predictive,FALSE,36,FALSE,FALSE,FALSE
EQP-8B1E10FC,UNIT-9047,pump,Metso,2011,underground,south_africa,52287,6/6/2023,scheduled_maintenance,preventive,adjustment,routine,1.5,1055.72,99,preventive,TRUE,136,FALSE,FALSE,FALSE
EQP-63EC2555,UNIT-6055,haul_truck,Hitachi,2014,processing_plant,tanzania,38354,2/29/2024,scheduled_maintenance,preventive,inspection,routine,3.3,3782.05,369,preventive,TRUE,43,FALSE,FALSE,FALSE
EQP-7424AD44,UNIT-2345,excavator,Komatsu,2014,processing_plant,south_africa,41393,7/11/2022,scheduled_maintenance,preventive,adjustment,minor,8.1,34367.47,1270,preventive,TRUE,82,FALSE,FALSE,FALSE
EQP-7D85EB84,UNIT-7477,loader,Caterpillar,2012,underground,drc,47669,5/19/2020,breakdown,hydraulics,valve,minor,13.3,14350.7,1089,corrective,FALSE,32,TRUE,FALSE,TRUE
EQP-166A9EFC,UNIT-6305,haul_truck,Belaz,2018,underground,south_africa,24500,4/10/2021,scheduled_maintenance,preventive,oil_change,minor,9,29673.53,1169,preventive,TRUE,44,FALSE,TRUE,TRUE
EQP-DFC630C4,UNIT-5579,crusher,Metso,2023,underground,zambia,2218,1/8/2023,condition_based,hydraulics,filter,routine,5.3,9893.54,1476,predictive,FALSE,61,TRUE,FALSE,FALSE
EQP-939FFD7F,UNIT-7525,loader,Volvo,2021,underground,botswana,11074,3/16/2020,breakdown,hydraulics,cylinder,critical,34.1,228697.6,2739,corrective,FALSE,15,TRUE,FALSE,TRUE
EQP-A8DA57AA,UNIT-9162,haul_truck,Belaz,2016,open_pit,south_africa,30094,10/30/2021,inspection,preventive,filter_replace,routine,3.2,6793.18,265,preventive,TRUE,9,TRUE,FALSE,FALSE
EQP-54402DCE,UNIT-3973,conveyor,Metso,2010,open_pit,botswana,57021,8/5/2021,breakdown,belt,general_component,major,10.5,16210.53,2983,corrective,FALSE,67,FALSE,FALSE,FALSE
EQP-508365A8,UNIT-4773,conveyor,ThyssenKrupp,2021,processing_plant,tanzania,11839,7/6/2021,scheduled_maintenance,preventive,filter_replace,routine,1.2,1725.33,484,preventive,TRUE,65,FALSE,FALSE,FALSE
EQP-70E4216C,UNIT-2705,excavator,Hitachi,2012,processing_plant,botswana,48571,9/12/2024,inspection,preventive,adjustment,routine,3,3126.41,513,preventive,TRUE,224,FALSE,FALSE,FALSE
EQP-02BF3956,UNIT-6822,grader,Caterpillar,2022,open_pit,zimbabwe,8063,8/25/2024,condition_based,tires,front_right,minor,5.8,10324.24,102,predictive,FALSE,66,TRUE,FALSE,FALSE
EQP-B255A38D,UNIT-4624,haul_truck,Belaz,2014,open_pit,tanzania,40468,6/3/2024,scheduled_maintenance,preventive,inspection,routine,2.5,4043.86,285,preventive,TRUE,84,FALSE,FALSE,FALSE
EQP-6A9DC7A3,UNIT-4080,excavator,Caterpillar,2016,open_pit,zambia,31662,4/3/2024,scheduled_maintenance,preventive,inspection,routine,4.7,5870,752,preventive,TRUE,243,TRUE,TRUE,FALSE
EQP-548A6244,UNIT-7268,loader,Caterpillar,2014,open_pit,tanzania,39796,5/27/2024,breakdown,tires,rear_left,minor,6.9,9316.93,681,corrective,FALSE,70,FALSE,FALSE,TRUE
EQP-33789278,UNIT-4673,haul_truck,Belaz,2015,open_pit,south_africa,35908,11/26/2020,condition_based,brakes,general_component,routine,3.5,6697.33,354,predictive,FALSE,8,FALSE,FALSE,FALSE
EQP-785A23A6,UNIT-5178,loader,Volvo,2010,underground,zimbabwe,56405,12/9/2021,scheduled_maintenance,preventive,inspection,routine,2.7,1583.86,164,preventive,TRUE,5,FALSE,FALSE,FALSE
EQP-FFB0434D,UNIT-4960,haul_truck,Caterpillar,2016,open_pit,zambia,32432,4/13/2020,breakdown,brakes,general_component,minor,10.5,25077.01,1551,corrective,FALSE,133,FALSE,FALSE,FALSE
EQP-91195583,UNIT-3326,drill_rig,Sandvik,2014,open_pit,south_africa,42811,12/5/2023,breakdown,rotation,general_component,major,17.3,48323.71,830,corrective,FALSE,35,FALSE,TRUE,FALSE
EQP-AEC6CB6A,UNIT-2132,haul_truck,Komatsu,2021,open_pit,ghana,13681,4/10/2024,overhaul,hydraulics,pump,major,14,34785.16,1057,major_overhaul,TRUE,84,FALSE,FALSE,TRUE
EQP-D8FAB3F3,UNIT-8444,crusher,Metso,2015,underground,south_africa,34221,2/22/2020,breakdown,motor,general_component,minor,34,34515.81,7150,corrective,FALSE,85,FALSE,TRUE,TRUE
EQP-20E990BF,UNIT-1825,loader,Caterpillar,2023,open_pit,drc,3856,10/31/2020,inspection,preventive,adjustment,routine,4.1,4007.76,356,preventive,TRUE,171,TRUE,FALSE,FALSE
EQP-75117886,UNIT-3923,loader,Komatsu,2012,open_pit,south_africa,47594,10/30/2020,breakdown,tires,front_right,minor,13.9,23844.02,818,corrective,FALSE,64,FALSE,FALSE,FALSE
EQP-B70D3BA3,UNIT-7006,pump,Weir,2013,underground,ghana,45280,7/28/2024,scheduled_maintenance,preventive,oil_change,routine,1.2,1784.61,62,preventive,TRUE,157,FALSE,TRUE,FALSE
EQP-185BDBD7,UNIT-2181,crusher,Metso,2008,underground,ghana,63684,11/23/2023,scheduled_maintenance,preventive,oil_change,routine,11,7970.75,1710,preventive,TRUE,44,TRUE,FALSE,FALSE
EQP-C6B550DB,UNIT-6899,loader,Caterpillar,2019,open_pit,zambia,20464,5/14/2021,scheduled_maintenance,preventive,filter_replace,routine,3.4,5846,266,preventive,TRUE,4,TRUE,TRUE,FALSE
EQP-DE8CFC56,UNIT-7596,drill_rig,Caterpillar,2009,underground,south_africa,57662,3/23/2020,scheduled_maintenance,preventive,inspection,routine,1.5,2325.06,46,preventive,TRUE,2,FALSE,FALSE,FALSE
EQP-7C818F82,UNIT-6965,grader,Komatsu,2012,open_pit,south_africa,46486,1/10/2022,scheduled_maintenance,preventive,inspection,routine,4,1887.97,50,preventive,TRUE,55,FALSE,FALSE,FALSE
EQP-9BE83872,UNIT-3744,crusher,FLSmidth,2022,underground,ghana,10092,11/17/2022,scheduled_maintenance,preventive,adjustment,minor,34.8,37781.64,5299,preventive,TRUE,210,FALSE,FALSE,FALSE
EQP-95B3135F,UNIT-1177,grader,John Deere,2017,open_pit,drc,28050,3/21/2020,condition_based,electrical,battery,minor,5,13354.91,86,predictive,FALSE,70,FALSE,TRUE,FALSE
EQP-CC1E1A1C,UNIT-8985,haul_truck,Hitachi,2016,processing_plant,south_africa,31001,4/23/2022,scheduled_maintenance,preventive,filter_replace,minor,7.6,11823.78,1051,preventive,TRUE,90,FALSE,FALSE,FALSE
EQP-733C71C2,UNIT-3938,drill_rig,Epiroc,2020,processing_plant,botswana,16242,8/25/2022,scheduled_maintenance,preventive,adjustment,routine,3,3969.87,130,preventive,TRUE,2,TRUE,TRUE,FALSE
EQP-84EEB2BA,UNIT-8244,crusher,FLSmidth,2020,underground,ghana,14946,11/1/2024,scheduled_maintenance,preventive,inspection,routine,8.7,3032.4,1483,preventive,TRUE,79,FALSE,FALSE,FALSE
EQP-9300D7DD,UNIT-2780,haul_truck,Hitachi,2022,processing_plant,ghana,7716,12/5/2020,scheduled_maintenance,preventive,adjustment,routine,2.8,3074.88,411,preventive,TRUE,43,FALSE,FALSE,FALSE
EQP-441243DB,UNIT-2461,haul_truck,Belaz,2018,open_pit,zambia,22547,11/26/2020,breakdown,hydraulics,pump,critical,34.9,294255.46,5136,corrective,FALSE,33,TRUE,FALSE,FALSE
EQP-D288C8D7,UNIT-8002,pump,Metso,2015,underground,tanzania,35211,2/14/2022,breakdown,motor,general_component,critical,23.7,59387.97,1492,corrective,FALSE,92,FALSE,FALSE,TRUE
EQP-E4D9E65E,UNIT-9456,drill_rig,Caterpillar,2010,open_pit,drc,55583,7/29/2021,condition_based,hydraulics,valve,minor,6,11938.41,297,predictive,FALSE,55,FALSE,FALSE,TRUE
EQP-F0936AF2,UNIT-8744,haul_truck,Hitachi,2013,open_pit,south_africa,45120,7/12/2024,overhaul,hydraulics,hose,major,20.6,62929.33,2231,major_overhaul,TRUE,5,FALSE,FALSE,FALSE
EQP-88F932D2,UNIT-7760,excavator,Hitachi,2019,underground,zambia,20464,11/17/2023,breakdown,bucket,general_component,minor,11.4,23057.69,1188,corrective,FALSE,14,FALSE,TRUE,FALSE
EQP-DB5C1735,UNIT-3219,excavator,Hitachi,2012,underground,drc,48638,3/30/2021,breakdown,undercarriage,general_component,minor,13.6,13200.66,2143,corrective,FALSE,18,FALSE,FALSE,TRUE
EQP-71D9303C,UNIT-9217,conveyor,FLSmidth,2018,underground,drc,23974,8/25/2021,overhaul,roller,general_component,major,6.6,17463.54,2519,major_overhaul,TRUE,75,FALSE,FALSE,FALSE
EQP-6F6BDAA8,UNIT-7009,grader,John Deere,2010,processing_plant,botswana,56822,2/16/2023,scheduled_maintenance,preventive,oil_change,routine,3.4,3857.29,63,preventive,TRUE,65,FALSE,FALSE,FALSE
EQP-9A49FEE4,UNIT-2549,pump,Metso,2008,underground,botswana,63126,4/17/2024,scheduled_maintenance,preventive,inspection,minor,2,3635.61,136,preventive,TRUE,49,FALSE,FALSE,FALSE
EQP-3890AC5A,UNIT-2164,crusher,Sandvik,2013,processing_plant,zambia,43267,12/29/2020,condition_based,shaft,general_component,routine,9.4,3634.5,2491,predictive,FALSE,78,FALSE,FALSE,FALSE
EQP-B79FAE88,UNIT-8839,crusher,Metso,2011,processing_plant,south_africa,52407,6/16/2021,scheduled_maintenance,preventive,inspection,routine,10.7,11896.16,2868,preventive,TRUE,1,FALSE,TRUE,FALSE
EQP-F74AAA43,UNIT-3476,excavator,Liebherr,2021,processing_plant,zambia,11720,1/2/2023,scheduled_maintenance,preventive,oil_change,routine,5.2,5635.24,538,preventive,TRUE,17,FALSE,FALSE,FALSE
EQP-4566FAF3,UNIT-7892,loader,Komatsu,2014,open_pit,botswana,39986,3/27/2024,inspection,preventive,adjustment,routine,2.4,2806.58,201,preventive,TRUE,19,FALSE,FALSE,FALSE
EQP-F6D083D7,UNIT-2247,haul_truck,Hitachi,2014,underground,botswana,39835,6/4/2021,scheduled_maintenance,preventive,adjustment,routine,3.6,4425.23,399,preventive,TRUE,9,FALSE,FALSE,FALSE
EQP-8D66A8A5,UNIT-3524,haul_truck,Caterpillar,2014,underground,south_africa,41253,4/21/2022,condition_based,brakes,general_component,routine,1.8,7080,162,predictive,FALSE,5,FALSE,FALSE,FALSE
EQP-97200303,UNIT-3551,pump,KSB,2013,processing_plant,south_africa,45305,5/11/2023,breakdown,bearing,general_component,major,6.4,11002.99,453,corrective,FALSE,16,TRUE,TRUE,TRUE
EQP-E1532F44,UNIT-3529,grader,Komatsu,2022,open_pit,south_africa,7373,2/4/2022,breakdown,blade,general_component,minor,10.6,6406.24,197,corrective,FALSE,3,FALSE,FALSE,FALSE
EQP-8E19EA53,UNIT-7071,excavator,Caterpillar,2019,open_pit,tanzania,18240,10/19/2023,inspection,preventive,filter_replace,routine,3.1,6271.29,524,preventive,TRUE,48,FALSE,FALSE,FALSE
EQP-1DD93C24,UNIT-9228,crusher,Sandvik,2010,open_pit,drc,55288,7/16/2022,inspection,preventive,oil_change,routine,8,8559.7,1953,preventive,TRUE,1,FALSE,FALSE,FALSE
EQP-A5B628E4,UNIT-9192,drill_rig,Caterpillar,2011,open_pit,ghana,51103,5/4/2024,inspection,preventive,oil_change,minor,8.6,7246.96,233,preventive,TRUE,8,FALSE,FALSE,TRUE
EQP-7A893FB3,UNIT-7673,excavator,Liebherr,2009,processing_plant,ghana,60831,12/29/2022,breakdown,bucket,general_component,minor,8.5,27419.72,1417,corrective,FALSE,66,FALSE,FALSE,FALSE
EQP-DCB22FFE,UNIT-2822,excavator,Hitachi,2012,open_pit,ghana,48920,7/11/2024,inspection,preventive,oil_change,minor,15.4,27234.71,2708,preventive,TRUE,62,FALSE,FALSE,FALSE
EQP-79872F9F,UNIT-9644,haul_truck,Komatsu,2018,open_pit,tanzania,22968,3/27/2024,breakdown,engine,injector,minor,8.7,21122.19,1272,corrective,FALSE,37,TRUE,FALSE,FALSE
EQP-78A921A0,UNIT-5878,conveyor,Metso,2022,underground,drc,7245,3/10/2021,scheduled_maintenance,preventive,filter_replace,routine,1.3,1327.11,584,preventive,TRUE,41,FALSE,FALSE,TRUE
